"","name","iso_a3","currency_code","local_price","dollar_ex","GDP_dollar","date"
"1047","Malaysia","MYS","MYR",8,4.3925,11049.28,"2016-01-01"
"1048","Mexico","MEX","MXN",49,17.43675,10784.464,"2016-01-01"
"1049","Netherlands","NLD","EUR",3.45,0.930232558,52224.644,"2016-01-01"
"1050","New Zealand","NZL","NZD",5.9,1.508068165,43363.232,"2016-01-01"
"1051","Norway","NOR","NOK",46.8,8.97465,96930.485,"2016-01-01"
"1052","Pakistan","PAK","PKR",300,104.885,1325.79,"2016-01-01"
"1053","Peru","PER","PEN",10,3.418,6448.534,"2016-01-01"
"1054","Philippines","PHL","PHP",131,47.0225,2862.38,"2016-01-01"
"1055","Poland","POL","PLN",9.6,4.0477,14411.495,"2016-01-01"
"1056","Portugal","PRT","EUR",3,0.930232558,22122.981,"2016-01-01"
"1057","Russia","RUS","RUB",114,74.655,12717.687,"2016-01-01"
"1058","Saudi Arabia","SAU","SAR",12,3.7543,24252.173,"2016-01-01"
"1059","Singapore","SGP","SGD",4.7,1.43725,56286.553,"2016-01-01"
"1060","South Africa","ZAF","ZAR",28,15.81375,6482.753,"2016-01-01"
"1061","South Korea","KOR","KRW",4300,1197.75,27970.494,"2016-01-01"
"1062","Spain","ESP","EUR",3.5,0.930232558,30271.524,"2016-01-01"
"1063","Sri Lanka","LKA","LKR",350,144.05,NA,"2016-01-01"
"1064","Sweden","SWE","SEK",45,8.60185,58538.061,"2016-01-01"
"1065","Switzerland","CHE","CHF",6.5,1.0088,86468.355,"2016-01-01"
"1066","Taiwan","TWN","TWD",69,33.2315,22599.765,"2016-01-01"
"1067","Thailand","THA","THB",112,36.22,5896.361,"2016-01-01"
"1068","Turkey","TUR","TRY",10.25,3.0096,10381.025,"2016-01-01"
"1069","UAE","ARE","AED",13,3.6731,NA,"2016-01-01"
"1070","Ukraine","UKR","UAH",36,23.35,NA,"2016-01-01"
"1071","United States","USA","USD",4.93,1,54369.826,"2016-01-01"
"1072","Uruguay","URY","UYU",113,30.185,NA,"2016-01-01"
"1073","Venezuela","VEN","VEF",132,198.6986,NA,"2016-01-01"
"1074","Vietnam","VNM","VND",60000,22467.5,NA,"2016-01-01"
"1075","Argentina","ARG","ARS",50,14.935,13588.846,"2016-07-01"
"1076","Australia","AUS","AUD",5.75,1.335737661,50961.865,"2016-07-01"
"1077","Austria","AUT","EUR",3.6,0.908306463,43724.031,"2016-07-01"
"1078","Belgium","BEL","EUR",3.95,0.908306463,40106.632,"2016-07-01"
"1079","Brazil","BRA","BRL",15.5,3.24145,8669.998,"2016-07-01"
"1080","Britain","GBR","GBP",2.99,0.758840492,43770.688,"2016-07-01"
"1081","Canada","CAN","CAD",6,1.303,43331.961,"2016-07-01"
"1082","Chile","CHL","CLP",2300,651.12,13340.905,"2016-07-01"
"1083","China","CHN","CNY",18.6,6.678,7989.72,"2016-07-01"
"1084","Colombia","COL","COP",8900,2929,6083.51,"2016-07-01"
"1085","Costa Rica","CRI","CRC",2250,546.39,NA,"2016-07-01"
"1086","Czech Republic","CZE","CZK",75,24.54655,17256.918,"2016-07-01"
"1087","Denmark","DNK","DKK",30,6.75715,52114.165,"2016-07-01"
"1088","Egypt","EGY","EGP",23,8.87995,3740.249,"2016-07-01"
"1089","Estonia","EST","EUR",3.1,0.908306463,17288.083,"2016-07-01"
"1090","Euro area","EUZ","EUR",3.82,0.908306463,34142.38535,"2016-07-01"
"1091","Finland","FIN","EUR",4.6,0.908306463,41973.988,"2016-07-01"
"1092","France","FRA","EUR",4.1,0.908306463,37675.006,"2016-07-01"
"1093","Germany","DEU","EUR",3.79,0.908306463,40996.511,"2016-07-01"
"1094","Greece","GRC","EUR",3.35,0.908306463,18064.288,"2016-07-01"
"1095","Hong Kong","HKG","HKD",19.2,7.7554,42389.63,"2016-07-01"
"1096","Hungary","HUN","HUF",900,285.6397,12239.894,"2016-07-01"
"1097","India","IND","INR",162,67.2,1617.309,"2016-07-01"
"1098","Indonesia","IDN","IDR",31000,13112.5,3362.357,"2016-07-01"
"1099","Ireland","IRL","EUR",4,0.908306463,51350.744,"2016-07-01"
"1100","Israel","ISR","ILS",16.9,3.85875,35343.336,"2016-07-01"
"1101","Italy","ITA","EUR",4.2,0.908306463,29866.581,"2016-07-01"
"1102","Japan","JPN","JPY",370,106.725,32485.545,"2016-07-01"
"1103","Malaysia","MYS","MYR",8,4.027,9556.774,"2016-07-01"
"1104","Mexico","MEX","MXN",44,18.535,9009.28,"2016-07-01"
"1105","Netherlands","NLD","EUR",3.45,0.908306463,43603.115,"2016-07-01"
"1106","New Zealand","NZL","NZD",6,1.421363087,37044.891,"2016-07-01"
"1107","Norway","NOR","NOK",46.8,8.49355,74822.106,"2016-07-01"
"1108","Pakistan","PAK","PKR",375,104.82,1449.978,"2016-07-01"
"1109","Peru","PER","PEN",10,3.30585,6021.104,"2016-07-01"
"1110","Philippines","PHL","PHP",133,47.115,2858.144,"2016-07-01"
"1111","Poland","POL","PLN",9.6,3.96565,12495.334,"2016-07-01"
"1112","Portugal","PRT","EUR",3.05,0.908306463,19121.592,"2016-07-01"
"1113","Russia","RUS","RUB",130,63.40755,9054.914,"2016-07-01"
"1114","Saudi Arabia","SAU","SAR",12,3.7505,20812.586,"2016-07-01"
"1115","Singapore","SGP","SGD",5.45,1.3577,52887.77,"2016-07-01"
"1116","South Africa","ZAF","ZAR",30,14.27375,5694.572,"2016-07-01"
"1117","South Korea","KOR","KRW",4400,1140.95,27195.197,"2016-07-01"
"1118","Spain","ESP","EUR",3.5,0.908306463,25864.721,"2016-07-01"
"1119","Sri Lanka","LKA","LKR",530,146.2,NA,"2016-07-01"
"1120","Sweden","SWE","SEK",44.94,8.59485,49866.266,"2016-07-01"
"1121","Switzerland","CHE","CHF",6.5,0.9861,80675.308,"2016-07-01"
"1122","Taiwan","TWN","TWD",69,32.029,22287.562,"2016-07-01"
"1123","Thailand","THA","THB",119,34.965,5742.282,"2016-07-01"
"1124","Turkey","TUR","TRY",10.75,3.04305,9437.372,"2016-07-01"
"1125","UAE","ARE","AED",13,3.6731,NA,"2016-07-01"
"1126","Ukraine","UKR","UAH",39,24.8,NA,"2016-07-01"
"1127","United States","USA","USD",5.04,1,55805.204,"2016-07-01"
"1128","Uruguay","URY","UYU",123,30.165,NA,"2016-07-01"
"1129","Venezuela","VEN","VEF",2170,641.4001,NA,"2016-07-01"
"1130","Vietnam","VNM","VND",60000,22300,NA,"2016-07-01"
"1131","Argentina","ARG","ARS",55,15.8575,13588.846,"2017-01-01"
"1132","Australia","AUS","AUD",5.8,1.356668023,50961.865,"2017-01-01"
"1133","Austria","AUT","EUR",3.4,0.955246692,43724.031,"2017-01-01"
"1134","Belgium","BEL","EUR",3.95,0.955246692,40106.632,"2017-01-01"
"1135","Brazil","BRA","BRL",16.5,3.22395,8669.998,"2017-01-01"
"1136","Britain","GBR","GBP",3.09,0.82877507,43770.688,"2017-01-01"
"1137","Canada","CAN","CAD",5.98,1.326,43331.961,"2017-01-01"
"1138","Chile","CHL","CLP",2450,672.805,13340.905,"2017-01-01"
"1139","China","CHN","CNY",19.6,6.9266,7989.72,"2017-01-01"
"1140","Colombia","COL","COP",9900,2994.625,6083.51,"2017-01-01"
"1141","Costa Rica","CRI","CRC",2250,554.33,NA,"2017-01-01"
"1142","Czech Republic","CZE","CZK",75,25.81175,17256.918,"2017-01-01"
"1143","Denmark","DNK","DKK",30,7.10125,52114.165,"2017-01-01"
"1144","Egypt","EGY","EGP",27.49,18.77,3740.249,"2017-01-01"
"1145","Estonia","EST","EUR",3.1,0.955246692,17288.083,"2017-01-01"
"1146","Euro area","EUZ","EUR",3.88,0.955246692,34142.38535,"2017-01-01"
"1147","Finland","FIN","EUR",4.55,0.955246692,41973.988,"2017-01-01"
"1148","France","FRA","EUR",4.1,0.955246692,37675.006,"2017-01-01"
"1149","Germany","DEU","EUR",3.79,0.955246692,40996.511,"2017-01-01"
"1150","Greece","GRC","EUR",3.35,0.955246692,18064.288,"2017-01-01"
"1151","Hong Kong","HKG","HKD",19.2,7.75595,42389.63,"2017-01-01"
"1152","Hungary","HUN","HUF",900,294.6172,12239.894,"2017-01-01"
"1153","India","IND","INR",170,68.3275,1617.309,"2017-01-01"
"1154","Indonesia","IDN","IDR",31000,13329,3362.357,"2017-01-01"
"1155","Ireland","IRL","EUR",4,0.955246692,51350.744,"2017-01-01"
"1156","Israel","ISR","ILS",16.9,3.855,35343.336,"2017-01-01"
"1157","Italy","ITA","EUR",4.2,0.955246692,29866.581,"2017-01-01"
"1158","Japan","JPN","JPY",380,116.665,32485.545,"2017-01-01"
"1159","Malaysia","MYS","MYR",8,4.4715,9556.774,"2017-01-01"
"1160","Mexico","MEX","MXN",49,21.9505,9009.28,"2017-01-01"
"1161","Netherlands","NLD","EUR",3.61,0.955246692,43603.115,"2017-01-01"
"1162","New Zealand","NZL","NZD",6,1.43358899,37044.891,"2017-01-01"
"1163","Norway","NOR","NOK",49,8.64835,74822.106,"2017-01-01"
"1164","Pakistan","PAK","PKR",375,104.775,1449.978,"2017-01-01"
"1165","Peru","PER","PEN",11,3.3929,6021.104,"2017-01-01"
"1166","Philippines","PHL","PHP",133,49.615,2858.144,"2017-01-01"
"1167","Poland","POL","PLN",9.6,4.17215,12495.334,"2017-01-01"
"1168","Portugal","PRT","EUR",3.05,0.955246692,19121.592,"2017-01-01"
"1169","Russia","RUS","RUB",130,60.4375,9054.914,"2017-01-01"
"1170","Saudi Arabia","SAU","SAR",12,3.75065,20812.586,"2017-01-01"
"1171","Singapore","SGP","SGD",5.6,1.43875,52887.77,"2017-01-01"
"1172","South Africa","ZAF","ZAR",26.32,13.9525,5694.572,"2017-01-01"
"1173","South Korea","KOR","KRW",4400,1196.45,27195.197,"2017-01-01"
"1174","Spain","ESP","EUR",3.95,0.955246692,25864.721,"2017-01-01"
"1175","Sri Lanka","LKA","LKR",550,150.06,NA,"2017-01-01"
"1176","Sweden","SWE","SEK",48,9.12455,49866.266,"2017-01-01"
"1177","Switzerland","CHE","CHF",6.5,1.0236,80675.308,"2017-01-01"
"1178","Taiwan","TWN","TWD",69,31.905,22287.562,"2017-01-01"
"1179","Thailand","THA","THB",119,35.573,5742.282,"2017-01-01"
"1180","Turkey","TUR","TRY",10.75,3.91115,9437.372,"2017-01-01"
"1181","UAE","ARE","AED",13,3.673,NA,"2017-01-01"
"1182","Ukraine","UKR","UAH",42,27.235,NA,"2017-01-01"
"1183","United States","USA","USD",5.06,1,55805.204,"2017-01-01"
"1184","Uruguay","URY","UYU",125,28.725,NA,"2017-01-01"
"1185","Venezuela","VEN","VEF",3550,676.6047,NA,"2017-01-01"
"1186","Vietnam","VNM","VND",60000,22572,NA,"2017-01-01"
"1187","Argentina","ARG","ARS",70,16.9675,12502.822,"2017-07-01"
"1188","Australia","AUS","AUD",5.9,1.303016483,51850.269,"2017-07-01"
"1189","Austria","AUT","EUR",3.4,0.875695083,44498.37,"2017-07-01"
"1190","Belgium","BEL","EUR",4.05,0.875695083,41283.274,"2017-07-01"
"1191","Brazil","BRA","BRL",16.5,3.2343,8726.901,"2017-07-01"
"1192","Britain","GBR","GBP",3.19,0.775885479,43770.688,"2017-07-01"
"1193","Canada","CAN","CAD",5.97,1.2823,42210.132,"2017-07-01"
"1194","Chile","CHL","CLP",2550,663.355,13575.996,"2017-07-01"
"1195","China","CHN","CNY",19.8,6.7875,8113.257,"2017-07-01"
"1196","Colombia","COL","COP",9900,3052.16,5792.182,"2017-07-01"
"1197","Costa Rica","CRI","CRC",2290,572.495,NA,"2017-07-01"
"1198","Czech Republic","CZE","CZK",75,22.8561,18286.333,"2017-07-01"
"1199","Denmark","DNK","DKK",30,6.51255,53743.966,"2017-07-01"
"1200","Egypt","EGY","EGP",31.37,17.885,3684.574,"2017-07-01"
"1201","Estonia","EST","EUR",3.15,0.875695083,17632.704,"2017-07-01"
"1202","Euro area","EUZ","EUR",3.91,0.875695083,35066.00744,"2017-07-01"
"1203","Finland","FIN","EUR",4.56,0.875695083,43169.218,"2017-07-01"
"1204","France","FRA","EUR",4.1,0.875695083,38127.652,"2017-07-01"
"1205","Germany","DEU","EUR",3.9,0.875695083,41902.283,"2017-07-01"
"1206","Greece","GRC","EUR",3.35,0.875695083,17900.73,"2017-07-01"
"1207","Hong Kong","HKG","HKD",19.2,7.8115,43527.994,"2017-07-01"
"1208","Hungary","HUN","HUF",862,268.6239,12778.288,"2017-07-01"
"1209","India","IND","INR",178,64.5575,1723.301,"2017-07-01"
"1210","Indonesia","IDN","IDR",32126,13369.5,3604.291,"2017-07-01"
"1211","Ireland","IRL","EUR",4.07,0.875695083,62562.272,"2017-07-01"
"1212","Israel","ISR","ILS",16.9,3.5405,37262.4,"2017-07-01"
"1213","Italy","ITA","EUR",4.2,0.875695083,30507.181,"2017-07-01"
"1214","Japan","JPN","JPY",380,113.06,38917.286,"2017-07-01"
"1215","Malaysia","MYS","MYR",8.6,4.2935,9556.774,"2017-07-01"
"1216","Mexico","MEX","MXN",49,17.79075,9009.28,"2017-07-01"
"1217","Netherlands","NLD","EUR",3.61,0.875695083,43603.115,"2017-07-01"
"1218","New Zealand","NZL","NZD",6.1,1.376273053,37044.891,"2017-07-01"
"1219","Norway","NOR","NOK",49,8.2852,74822.106,"2017-07-01"
"1220","Pakistan","PAK","PKR",375,105.15,1449.978,"2017-07-01"
"1221","Peru","PER","PEN",10.5,3.2515,6021.104,"2017-07-01"
"1222","Philippines","PHL","PHP",134,50.5765,2858.144,"2017-07-01"
"1223","Poland","POL","PLN",10.1,3.7086,12495.334,"2017-07-01"
"1224","Portugal","PRT","EUR",3.25,0.875695083,19121.592,"2017-07-01"
"1225","Russia","RUS","RUB",137,60.1369,9054.914,"2017-07-01"
"1226","Saudi Arabia","SAU","SAR",12,3.75015,20812.586,"2017-07-01"
"1227","Singapore","SGP","SGD",5.6,1.3777,52887.77,"2017-07-01"
"1228","South Africa","ZAF","ZAR",30,13.27,5694.572,"2017-07-01"
"1229","South Korea","KOR","KRW",4400,1144.65,27538.806,"2017-07-01"
"1230","Spain","ESP","EUR",3.8,0.875695083,25864.721,"2017-07-01"
"1231","Sri Lanka","LKA","LKR",580,153.725,NA,"2017-07-01"
"1232","Sweden","SWE","SEK",48.97,8.41565,49866.266,"2017-07-01"
"1233","Switzerland","CHE","CHF",6.5,0.96415,80675.308,"2017-07-01"
"1234","Taiwan","TWN","TWD",69,30.4775,22287.562,"2017-07-01"
"1235","Thailand","THA","THB",119,34.0365,5742.282,"2017-07-01"
"1236","Turkey","TUR","TRY",10.75,3.57605,9437.372,"2017-07-01"
"1237","UAE","ARE","AED",14,3.673,NA,"2017-07-01"
"1238","Ukraine","UKR","UAH",44,25.915,NA,"2017-07-01"
"1239","United States","USA","USD",5.3,1,55805.204,"2017-07-01"
"1240","Uruguay","URY","UYU",130,28.705,NA,"2017-07-01"
"1241","Venezuela","VEN","VEF",10950,2700,NA,"2017-07-01"
"1242","Vietnam","VNM","VND",60000,22732.5,NA,"2017-07-01"
"1243","Argentina","ARG","ARS",75,18.9375,12493.909,"2018-01-01"
"1244","Australia","AUS","AUD",5.9,1.253682693,51737.228,"2018-01-01"
"1245","Austria","AUT","EUR",3.4,0.816826629,44232.94,"2018-01-01"
"1246","Belgium","BEL","EUR",4.1,0.816826629,41247.858,"2018-01-01"
"1247","Brazil","BRA","BRL",16.5,3.2279,8726.901,"2018-01-01"
"1248","Britain","GBR","GBP",3.19,0.72285673,40049.779,"2018-01-01"
"1249","Canada","CAN","CAD",6.55,1.2459,42224.939,"2018-01-01"
"1250","Chile","CHL","CLP",2600,605.935,13575.996,"2018-01-01"
"1251","China","CHN","CNY",20.4,6.432,8123.256,"2018-01-01"
"1252","Colombia","COL","COP",10900,2844.12,5792.182,"2018-01-01"
"1253","Costa Rica","CRI","CRC",2290,568.53,NA,"2018-01-01"
"1254","Czech Republic","CZE","CZK",79,20.747,18507.729,"2018-01-01"
"1255","Denmark","DNK","DKK",30,6.0827,53744.643,"2018-01-01"
"1256","Egypt","EGY","EGP",34.21,17.7,3684.574,"2018-01-01"
"1257","Estonia","EST","EUR",3.15,0.816826629,17786.014,"2018-01-01"
"1258","Euro area","EUZ","EUR",3.95,0.816826629,35189.71087,"2018-01-01"
"1259","Finland","FIN","EUR",4.56,0.816826629,43482.406,"2018-01-01"
"1260","France","FRA","EUR",4.2,0.816826629,38177.856,"2018-01-01"
"1261","Germany","DEU","EUR",3.9,0.816826629,42176.854,"2018-01-01"
"1262","Greece","GRC","EUR",3.35,0.816826629,18049.302,"2018-01-01"
"1263","Hong Kong","HKG","HKD",20.5,7.819,43561.08,"2018-01-01"
"1264","Hungary","HUN","HUF",864,252.14215,12652.454,"2018-01-01"
"1265","India","IND","INR",180,63.86125,1741.652,"2018-01-01"
"1266","Indonesia","IDN","IDR",32500,13359,3604.291,"2018-01-01"
"1267","Ireland","IRL","EUR",4.07,0.816826629,64782.3,"2018-01-01"
"1268","Israel","ISR","ILS",16.5,3.43635,37192.14,"2018-01-01"
"1269","Italy","ITA","EUR",4.2,0.816826629,30507.181,"2018-01-01"
"1270","Japan","JPN","JPY",380,110.725,38882.636,"2018-01-01"
"1271","Malaysia","MYS","MYR",9,3.954,9374.099,"2018-01-01"
"1272","Mexico","MEX","MXN",48,18.6635,8562.16,"2018-01-01"
"1273","Netherlands","NLD","EUR",3.71,0.816826629,45657.568,"2018-01-01"
"1274","New Zealand","NZL","NZD",6.2,1.374664925,38277.934,"2018-01-01"
"1275","Norway","NOR","NOK",49,7.8501,70553.114,"2018-01-01"
"1276","Pakistan","PAK","PKR",375,110.505,1440.967,"2018-01-01"
"1277","Peru","PER","PEN",10.5,3.212,6203.656,"2018-01-01"
"1278","Philippines","PHL","PHP",134,50.725,2926.6,"2018-01-01"
"1279","Poland","POL","PLN",10.1,3.40575,12361.266,"2018-01-01"
"1280","Portugal","PRT","EUR",3.2,0.816826629,19820.783,"2018-01-01"
"1281","Russia","RUS","RUB",130,56.745,8945.644,"2018-01-01"
"1282","Saudi Arabia","SAU","SAR",12,3.7503,20364.999,"2018-01-01"
"1283","Singapore","SGP","SGD",5.8,1.32255,52960.558,"2018-01-01"
"1284","South Africa","ZAF","ZAR",30,12.25815,5302.043,"2018-01-01"
"1285","South Korea","KOR","KRW",4400,1069.25,27534.841,"2018-01-01"
"1286","Spain","ESP","EUR",3.95,0.816826629,26565.15,"2018-01-01"
"1287","Sri Lanka","LKA","LKR",580,153.8,NA,"2018-01-01"
"1288","Sweden","SWE","SEK",49.1,8.0188,51124.76,"2018-01-01"
"1289","Switzerland","CHE","CHF",6.5,0.96085,80345.623,"2018-01-01"
"1290","Taiwan","TWN","TWD",69,29.553,22496.997,"2018-01-01"
"1291","Thailand","THA","THB",119,31.95,5901.747,"2018-01-01"
"1292","Turkey","TUR","TRY",10.75,3.8026,10817.406,"2018-01-01"
"1293","UAE","ARE","AED",14,3.673,NA,"2018-01-01"
"1294","Ukraine","UKR","UAH",47,28.715,NA,"2018-01-01"
"1295","United States","USA","USD",5.28,1,57607.613,"2018-01-01"
"1296","Uruguay","URY","UYU",140,28.58,NA,"2018-01-01"
"1297","Venezuela","VEN","VEF",0,0,NA,"2018-01-01"
"1298","Vietnam","VNM","VND",65000,22711.5,NA,"2018-01-01"
"1299","United Arab Emirates","ARE","AED",14,3.67315,37225.745,"2018-07-01"
"1300","Argentina","ARG","ARS",75,27.725,14466.552,"2018-07-01"
"1301","Australia","AUS","AUD",6.05,1.33985395591881,55707.275,"2018-07-01"
"1302","Austria","AUT","EUR",3.4,0.853205921249094,47289.997,"2018-07-01"
"1303","Azerbaijan","AZE","AZN",3.95,1.70175,4140.65,"2018-07-01"
"1304","Belgium","BEL","EUR",4.1,0.853205921249094,43582.165,"2018-07-01"
"1305","Bahrain","BHR","BHD",1.2,0.37955,24028.728,"2018-07-01"
"1306","Brazil","BRA","BRL",16.9,3.83835,9894.929,"2018-07-01"
"1307","Canada","CAN","CAD",6.65,1.31235,45077.388,"2018-07-01"
"1308","Switzerland","CHE","CHF",6.5,0.99325,80590.91,"2018-07-01"
"1309","Chile","CHL","CLP",2640,651.73,15070.413,"2018-07-01"
"1310","China","CHN","CNY",20.5,6.622,8643.107,"2018-07-01"
"1311","Colombia","COL","COP",11900,2874.07,6272.818,"2018-07-01"
"1312","Costa Rica","CRI","CRC",2290,567.8,11685.161,"2018-07-01"
"1313","Czech Republic","CZE","CZK",75,22.06475,20152.408,"2018-07-01"
"1314","Germany","DEU","EUR",4.12,0.853205921249094,44549.688,"2018-07-01"
"1315","Denmark","DNK","DKK",30,6.3591,56444.103,"2018-07-01"
"1316","Egypt","EGY","EGP",31.37,17.905,2500.772,"2018-07-01"
"1317","Spain","ESP","EUR",4.1,0.853205921249094,28358.808,"2018-07-01"
"1318","Estonia","EST","EUR",3.15,0.853205921249094,19840.135,"2018-07-01"
"1319","Euro area","EUZ","EUR",4.04,0.853205921249094,37250.2902759764,"2018-07-01"
"1320","Finland","FIN","EUR",4.62,0.853205921249094,46016.744,"2018-07-01"
"1321","France","FRA","EUR",4.2,0.853205921249094,39869.075,"2018-07-01"
"1322","Britain","GBR","GBP",3.19,0.753863550697324,39734.592,"2018-07-01"
"1323","Greece","GRC","EUR",3.35,0.853205921249094,18637.27,"2018-07-01"
"1324","Guatemala","GTM","GTQ",25,7.4871,4471.873,"2018-07-01"
"1325","Hong Kong","HKG","HKD",20,7.84825,46109.124,"2018-07-01"
"1326","Honduras","HND","HNL",85,23.9926,2765.881,"2018-07-01"
"1327","Croatia","HRV","HRK",21,6.31275,13138.288,"2018-07-01"
"1328","Hungary","HUN","HUF",850,276.4302,15531.209,"2018-07-01"
"1329","Indonesia","IDN","IDR",31500,14360,3875.771,"2018-07-01"
"1330","India","IND","INR",173,68.825,1982.702,"2018-07-01"
"1331","Ireland","IRL","EUR",4.07,0.853205921249094,70638.259,"2018-07-01"
"1332","Israel","ISR","ILS",17,3.6349,40258.361,"2018-07-01"
"1333","Italy","ITA","EUR",4.2,0.853205921249094,31984.013,"2018-07-01"
"1334","Jordan","JOR","JOD",1.95,0.71005,5677.617,"2018-07-01"
"1335","Japan","JPN","JPY",390,111.25,38439.517,"2018-07-01"
"1336","South Korea","KOR","KRW",4500,1116,29891.255,"2018-07-01"
"1337","Kuwait","KWT","KWD",1.05,0.3025,27318.517,"2018-07-01"
"1338","Lebanon","LBN","LBP",6500,1511,11408.834,"2018-07-01"
"1339","Sri Lanka","LKA","LKR",580,159.27,4084.626,"2018-07-01"
"1340","Lithuania","LTU","EUR",2.8,0.853205921249094,16730.226,"2018-07-01"
"1341","Latvia","LVA","EUR",2.7,0.853205921249094,15547.236,"2018-07-01"
"1342","Moldova","MDA","MDL",43,16.6526,2279.645,"2018-07-01"
"1343","Mexico","MEX","MXN",49,19.0515,9304.174,"2018-07-01"
"1344","Malaysia","MYS","MYR",8.45,4.0225,9812.8,"2018-07-01"
"1345","Nicaragua","NIC","NIO",103,31.5872,2206.638,"2018-07-01"
"1346","Netherlands","NLD","EUR",3.79,0.853205921249094,48345.726,"2018-07-01"
"1347","Norway","NOR","NOK",42,8.0415,74940.62,"2018-07-01"
"1348","New Zealand","NZL","NZD",6.2,1.46434324205594,41593.062,"2018-07-01"
"1349","Oman","OMN","OMR",1.05,0.385,17972.922,"2018-07-01"
"1350","Pakistan","PAK","PKR",375,121.49,1541.08,"2018-07-01"
"1351","Peru","PER","PEN",10.5,3.2715,6762.192,"2018-07-01"
"1352","Philippines","PHL","PHP",140,53.487,2976.307,"2018-07-01"
"1353","Poland","POL","PLN",10.1,3.68695,13822.619,"2018-07-01"
"1354","Portugal","PRT","EUR",3.25,0.853205921249094,21161.286,"2018-07-01"
"1355","Qatar","QAT","QAR",12,3.641,60804.259,"2018-07-01"
"1356","Romania","ROU","RON",9.2,3.97325,10757.004,"2018-07-01"
"1357","Russia","RUS","RUB",130,62.14065,10608.159,"2018-07-01"
"1358","Saudi Arabia","SAU","SAR",12,3.7504,21120.481,"2018-07-01"
"1359","Singapore","SGP","SGD",5.8,1.35585,57713.335,"2018-07-01"
"1360","Slovakia","SVK","EUR",3,0.853205921249094,17664.299,"2018-07-01"
"1361","Slovenia","SVN","EUR",2.3,0.853205921249094,23654.409,"2018-07-01"
"1362","Sweden","SWE","SEK",51,8.7526,53217.627,"2018-07-01"
"1363","Thailand","THA","THB",119,33.17,6590.638,"2018-07-01"
"1364","Turkey","TUR","TRY",10.75,4.70625,10511.996,"2018-07-01"
"1365","Taiwan","TWN","TWD",69,30.3725,24576.665,"2018-07-01"
"1366","Ukraine","UKR","UAH",50,26.199,2582.838,"2018-07-01"
"1367","Uruguay","URY","UYU",140,31.31,16722.407,"2018-07-01"
"1368","United States","USA","USD",5.51,1,59501.114,"2018-07-01"
"1369","Vietnam","VNM","VND",65000,23039.5,2353.691,"2018-07-01"
"1370","South Africa","ZAF","ZAR",31,13.3619,6179.87,"2018-07-01"
