artist_name,artist_uri,album_uri,album_name,album_img,album_type,is_collaboration,album_release_date,album_release_year,album_popularity,track_name,track_uri,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity,track_preview_url,track_open_spotify_url
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Keep Yourself Alive,2EmfcQf0jA1u1TKcTPPYqG,1,1,0.445,0.646,A,-11.949,major,0.0655,0.146,0.000227,0.113,0.641,134.063,227493,4,A major,23,NA,https://open.spotify.com/track/2EmfcQf0jA1u1TKcTPPYqG
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Doing Alright,5yyxSTm1y76IOTILmSJjtB,2,1,0.344,0.234,A,-14.257,major,0.0341,0.751,8.04E-05,0.0816,0.22,93.598,249827,4,A major,15,NA,https://open.spotify.com/track/5yyxSTm1y76IOTILmSJjtB
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Great King Rat,7rLLpx4UjHmABRJ7fliLGK,3,1,0.392,0.779,C,-12.693,major,0.0956,0.0314,0.00226,0.127,0.446,134.899,342200,4,C major,16,NA,https://open.spotify.com/track/7rLLpx4UjHmABRJ7fliLGK
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,My Fairy King,0GBFR8KYFZspiTqwkHPcPo,4,1,0.338,0.408,F,-13.845,major,0.0328,0.557,0.00226,0.0911,0.247,100.698,247840,4,F major,15,NA,https://open.spotify.com/track/0GBFR8KYFZspiTqwkHPcPo
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Liar,4RtYbFW1OK2zS8vhXOKWIP,5,1,0.217,0.629,D,-11.995,major,0.107,0.00599,0.161,0.257,0.325,76.073,386307,4,D major,28,NA,https://open.spotify.com/track/4RtYbFW1OK2zS8vhXOKWIP
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,The Night Comes Down,5hgUWISyGSznB6NF8Znyv7,6,1,0.404,0.428,E,-16.886,minor,0.0687,0.623,0.000398,0.308,0.659,142.299,263707,4,E minor,13,NA,https://open.spotify.com/track/5hgUWISyGSznB6NF8Znyv7
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Modern Times Rock'n'Roll,2vxfqzATsm4nHB6KTjuVC9,7,1,0.483,0.844,E,-12.835,minor,0.0469,0.0384,2.18E-05,0.828,0.568,115.614,108373,4,E minor,12,NA,https://open.spotify.com/track/2vxfqzATsm4nHB6KTjuVC9
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Son And Daughter,3NpW2HzdSpIx8H9rbuzTz8,8,1,0.33,0.624,D,-11.382,major,0.0445,0.152,0.0332,0.308,0.763,144.564,200107,4,D major,12,NA,https://open.spotify.com/track/3NpW2HzdSpIx8H9rbuzTz8
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Jesus,6fbNPRsDNTW0Aw7lFy3Hkl,9,1,0.353,0.595,B,-11.791,minor,0.14,0.224,0,0.109,0.577,114.685,224667,4,B minor,12,NA,https://open.spotify.com/track/6fbNPRsDNTW0Aw7lFy3Hkl
Queen,1dfeR4HaWDbWqFHLkxsg1d,4pWZpsADqCWTiTxk55TFkd,Queen,https://i.scdn.co/image/eb96eab096a91b51b7222f308b8c86d4969bc24d,album,FALSE,13/07/1973,13/07/1973,26,Seven Seas Of Rhye...,56BK3QSRRxiGbS0QyqgJm7,10,1,0.24,0.305,D,-16.853,major,0.0331,0.803,0.931,0.148,0.218,128.423,70133,4,D major,12,NA,https://open.spotify.com/track/56BK3QSRRxiGbS0QyqgJm7
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Procession,7wXjDWdvt2u8jREGrOTnQa,1,1,0.273,0.0914,G,-26.419,major,0.0374,0.817,0.597,0.117,0.412,117.067,72533,3,G major,16,NA,https://open.spotify.com/track/7wXjDWdvt2u8jREGrOTnQa
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Father To Son,6M9wbmFXEl1OMTEElE13eC,2,1,0.163,0.557,C,-14.908,major,0.0579,0.209,4.69E-05,0.196,0.218,151.934,374267,4,C major,19,NA,https://open.spotify.com/track/6M9wbmFXEl1OMTEElE13eC
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,White Queen (As It Began),1GRvyOvPUecjL48yt6w0I6,3,1,0.242,0.272,E,-14.858,minor,0.041,0.843,3.54E-05,0.121,0.156,152.163,274533,4,E minor,18,NA,https://open.spotify.com/track/1GRvyOvPUecjL48yt6w0I6
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Some Day One Day,7fQu2ozRRJxwqX7V48NO2R,4,1,0.287,0.512,D,-15.632,major,0.0374,0.265,0.00884,0.0708,0.681,117.134,262440,4,D major,17,NA,https://open.spotify.com/track/7fQu2ozRRJxwqX7V48NO2R
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,The Loser In The End,1WEGjzfim3jPfOTUqI4wte,5,1,0.395,0.651,D,-13.007,major,0.107,0.0437,7.46E-06,0.155,0.854,144.779,243733,4,D major,15,NA,https://open.spotify.com/track/1WEGjzfim3jPfOTUqI4wte
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Ogre Battle,05ptbmlwsiUbS1p7z2tcmV,6,1,0.293,0.731,D,-12.087,major,0.0776,0.428,0.000368,0.659,0.296,109.839,248267,4,D major,17,NA,https://open.spotify.com/track/05ptbmlwsiUbS1p7z2tcmV
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,The Fairy Feller's Master-Stroke,3eKQFN3M2TStjjJgrrS12P,7,1,0.428,0.799,C,-12.615,major,0.0862,0.295,0.00159,0.118,0.697,159.101,161227,4,C major,18,NA,https://open.spotify.com/track/3eKQFN3M2TStjjJgrrS12P
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Nevermore,0fbbXLTsSfXFsPWPP8wqCk,8,1,0.371,0.327,F,-14.205,major,0.0367,0.855,1.41E-05,0.126,0.193,119.589,78773,3,F major,20,NA,https://open.spotify.com/track/0fbbXLTsSfXFsPWPP8wqCk
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,The March Of The Black Queen,25EQl2Pfu9EBTHYRLWKSTS,9,1,0.329,0.548,A,-12.96,minor,0.0672,0.209,4.55E-06,0.687,0.206,113.204,393733,4,A minor,26,NA,https://open.spotify.com/track/25EQl2Pfu9EBTHYRLWKSTS
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Funny How Love Is,3hzKUets8cXN6av2sWLdq4,10,1,0.45,0.912,C,-11.927,major,0.0574,0.00415,0,0.589,0.554,145.416,168533,4,C major,16,NA,https://open.spotify.com/track/3hzKUets8cXN6av2sWLdq4
Queen,1dfeR4HaWDbWqFHLkxsg1d,27NQ6MZdfHZx4hHtId1zxV,Queen II,https://i.scdn.co/image/5c7d5799746a1a5c11218f4e041ea21ae640d0ae,album,FALSE,08/03/1974,08/03/1974,31,Seven Seas Of Rhye,0DcSF5ps2EL7dXrjmmWs8x,11,1,0.356,0.75,D,-10.779,major,0.0996,0.187,0.00151,0.237,0.396,125.631,169507,4,D major,34,NA,https://open.spotify.com/track/0DcSF5ps2EL7dXrjmmWs8x
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Brighton Rock,5ine6nkf8CZJXCfgEfn7T7,1,1,0.272,0.755,B,-11.993,minor,0.436,0.431,0.0102,0.785,0.375,79.771,310560,4,B minor,36,NA,https://open.spotify.com/track/5ine6nkf8CZJXCfgEfn7T7
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Killer Queen,70wvmV1Dyg1xWtCYSngm4R,2,1,0.568,0.519,A#,-11.354,major,0.0447,0.31,0,0.0711,0.617,117.28,180360,4,A# major,55,NA,https://open.spotify.com/track/70wvmV1Dyg1xWtCYSngm4R
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Tenement Funster,30n5ghjGZabA9JrTHJrtAt,3,1,0.303,0.586,E,-10.879,minor,0.0346,0.124,3.88E-05,0.614,0.491,84.024,167093,4,E minor,21,NA,https://open.spotify.com/track/30n5ghjGZabA9JrTHJrtAt
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Flick Of The Wrist,21DM5qSRvY9bangP3rMCQQ,4,1,0.333,0.721,E,-10.801,minor,0.0823,0.15,2.61E-06,0.747,0.642,148.571,199333,4,E minor,21,NA,https://open.spotify.com/track/21DM5qSRvY9bangP3rMCQQ
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Lily Of The Valley,2SC7kQJNX094OOlzfWEjQn,5,1,0.333,0.182,A,-14.76,minor,0.0295,0.719,0,0.161,0.473,80.879,103040,4,A minor,20,NA,https://open.spotify.com/track/2SC7kQJNX094OOlzfWEjQn
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Now I'm Here,2h4hB9YWR40SWIHJJHVhQt,6,1,0.478,0.577,E,-12.82,major,0.0482,0.0687,0.000199,0.0868,0.539,132.356,254440,4,E major,40,NA,https://open.spotify.com/track/2h4hB9YWR40SWIHJJHVhQt
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,In The Lap Of The Gods,0Ot8sOYhwOYgQ7vebKvrzv,7,1,0.371,0.468,F,-9.679,major,0.0283,0.695,0.00129,0.371,0.328,80.465,202600,4,F major,19,NA,https://open.spotify.com/track/0Ot8sOYhwOYgQ7vebKvrzv
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Stone Cold Crazy,2MvlkJjcQL7Q5dmpRia5lE,8,1,0.445,0.774,G,-11.489,major,0.062,0.0739,0.000758,0.0993,0.554,119.995,134093,4,G major,43,NA,https://open.spotify.com/track/2MvlkJjcQL7Q5dmpRia5lE
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Dear Friends,0KwkZuY3tvbrlCsqn8ynGP,9,1,0.26,0.0379,D,-18.634,major,0.0341,0.868,0,0.126,0.561,69.7,67173,4,D major,19,NA,https://open.spotify.com/track/0KwkZuY3tvbrlCsqn8ynGP
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Misfire,5rUA6KETxMyTlyZ4XN2Xyp,10,1,0.619,0.669,G#,-12.492,major,0.0305,0.0715,0.0214,0.461,0.943,126.285,109760,4,G# major,17,NA,https://open.spotify.com/track/5rUA6KETxMyTlyZ4XN2Xyp
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,Bring Back That Leroy Brown,5UIvomX83C99MjRhgE56c2,11,1,0.681,0.487,C,-11.24,major,0.111,0.52,0,0.122,0.882,118.523,135333,4,C major,18,NA,https://open.spotify.com/track/5UIvomX83C99MjRhgE56c2
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,She Makes Me (Stormtrooper In Stilettos),3PFKogVtgrMTHeuxbJJBkI,12,1,0.438,0.425,D,-11.965,major,0.0262,0.364,0.000167,0.0934,0.346,76.778,249440,4,D major,16,NA,https://open.spotify.com/track/3PFKogVtgrMTHeuxbJJBkI
Queen,1dfeR4HaWDbWqFHLkxsg1d,1VP4MvaxYgl0XHeLZHnfcq,Sheer Heart Attack,https://i.scdn.co/image/a677891fc92543f76547e16ea65cfc6c0ebf60f7,album,FALSE,08/11/1974,08/11/1974,49,In The Lap Of The Gods... Revisited,5dGhOE5LMwC3BDeewUz8Yn,13,1,0.296,0.525,D,-11.1,major,0.0395,0.464,0,0.239,0.494,100.708,226107,4,D major,23,NA,https://open.spotify.com/track/5dGhOE5LMwC3BDeewUz8Yn
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Play The Game,6hyjl7z58fwPpx8273ilOC,1,1,0.407,0.507,F,-11.785,major,0.0304,0.264,5.49E-06,0.548,0.36,78.496,210933,4,F major,27,NA,https://open.spotify.com/track/6hyjl7z58fwPpx8273ilOC
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Dragon Attack,6GT9NVRrfjQFJvanUnBP5W,2,1,0.686,0.709,C,-11.2,major,0.122,0.13,0.00121,0.244,0.609,88.14,258893,4,C major,24,NA,https://open.spotify.com/track/6GT9NVRrfjQFJvanUnBP5W
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Another One Bites The Dust,291RmMazWAmDitFuD6NJCv,3,1,0.925,0.374,F,-13.15,minor,0.119,0.0706,0.162,0.124,0.766,109.914,215867,4,F minor,31,NA,https://open.spotify.com/track/291RmMazWAmDitFuD6NJCv
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Need Your Loving Tonight,2EbGKnLDMhVuPzJA3TNnse,4,1,0.623,0.699,A,-10.011,major,0.0354,0.193,0,0.132,0.855,137.776,169173,4,A major,23,NA,https://open.spotify.com/track/2EbGKnLDMhVuPzJA3TNnse
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Crazy Little Thing Called Love,2NpKgRCZfFb8fVmvk16iMx,5,1,0.623,0.574,D,-13.413,minor,0.0434,0.511,0,0.127,0.745,76.842,163427,4,D minor,32,NA,https://open.spotify.com/track/2NpKgRCZfFb8fVmvk16iMx
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Rock It (Prime Jive),7MN5Bk68lTYQJF7H91PoYo,6,1,0.467,0.806,B,-11.183,major,0.0685,0.168,4.20E-06,0.0581,0.588,160.178,273133,4,B major,21,NA,https://open.spotify.com/track/7MN5Bk68lTYQJF7H91PoYo
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Don't Try Suicide,1IPMLLv2ApSZFDLwvgt5yN,7,1,0.772,0.35,D,-13.876,major,0.25,0.287,0,0.044,0.644,135.258,232773,4,D major,22,NA,https://open.spotify.com/track/1IPMLLv2ApSZFDLwvgt5yN
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Sail Away Sweet Sister,07TPg2pDXZmlVLWVRy0DSu,8,1,0.527,0.348,F#,-12.672,minor,0.0252,0.639,0,0.07,0.286,79.941,213200,4,F# minor,20,NA,https://open.spotify.com/track/07TPg2pDXZmlVLWVRy0DSu
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Coming Soon,4Hz6cQXP7vQGfrLALEWSN5,9,1,0.686,0.776,A,-10.939,minor,0.0388,0.00655,0.00794,0.187,0.895,136.74,170893,4,A minor,18,NA,https://open.spotify.com/track/4Hz6cQXP7vQGfrLALEWSN5
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Save Me,5xDFYRukUOamdjnFoM3RoW,10,1,0.497,0.342,G,-12.055,major,0.0281,0.264,2.04E-06,0.158,0.359,81.596,227933,3,G major,23,NA,https://open.spotify.com/track/5xDFYRukUOamdjnFoM3RoW
Queen,1dfeR4HaWDbWqFHLkxsg1d,1h0j80HhdzIMsUGUFiVkqa,The Game,https://i.scdn.co/image/a36fb14484f79074e743faa4ee361d2d11a23724,album,FALSE,27/06/1980,27/06/1980,33,Dragon Attack - 1991 Bonus Remix,1uqq1rXVMWJbPPASbsdlLZ,11,1,0.773,0.851,C#,-11.987,major,0.139,0.0103,0.00244,0.132,0.8,180.238,262373,4,C# major,15,NA,https://open.spotify.com/track/1uqq1rXVMWJbPPASbsdlLZ
